mode	pack	slot	group	line	lang	src	text
1	AVD00003	1	0xbc4a75	5	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	5	ja	MLG/Text/009c9ea4.olang	Ｓマイン発射！
1	AVD00003	1	0xbc4a75	5	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	5	pt	EXLANG/Text/00c7f1dd.olang	Lançando minas S.
1	AVD00003	1	0xbc4a75	6	de	MLG/Text/009c9ea4.olang	Feuere Raketenwerfer ab.
1	AVD00003	1	0xbc4a75	6	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	6	en	MLG/Text/009c9ea4.olang	Firing rocket launcher.
1	AVD00003	1	0xbc4a75	6	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	6	es	MLG/Text/009c9ea4.olang	Lanzando misil.
1	AVD00003	1	0xbc4a75	6	fr	MLG/Text/009c9ea4.olang	Tir de lance-roquette.
1	AVD00003	1	0xbc4a75	6	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	6	it	MLG/Text/009c9ea4.olang	Attivazione lanciarazzi.
1	AVD00003	1	0xbc4a75	6	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	6	ja	MLG/Text/009c9ea4.olang	ロケットランチャー発射！
1	AVD00003	1	0xbc4a75	6	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	6	pt	EXLANG/Text/00c7f1dd.olang	Disparando lança-foguetes.
1	AVD00003	1	0xbc4a75	7	de	MLG/Text/009c9ea4.olang	Feuere Bohrerraketen ab.
1	AVD00003	1	0xbc4a75	7	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	7	en	MLG/Text/009c9ea4.olang	Firing drill missiles.
1	AVD00003	1	0xbc4a75	7	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	7	es	MLG/Text/009c9ea4.olang	Lanzando misiles taladradores.
1	AVD00003	1	0xbc4a75	7	fr	MLG/Text/009c9ea4.olang	Tir de missiles fouisseurs.
1	AVD00003	1	0xbc4a75	7	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	7	it	MLG/Text/009c9ea4.olang	Lancio missili perforanti.
1	AVD00003	1	0xbc4a75	7	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	7	ja	MLG/Text/009c9ea4.olang	ドリルミサイル発射！
1	AVD00003	1	0xbc4a75	7	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	7	pt	EXLANG/Text/00c7f1dd.olang	Disparando mísseis-broca.
1	AVD00003	1	0xbc4a75	8	de	MLG/Text/009c9ea4.olang	Stehenbleiben!
1	AVD00003	1	0xbc4a75	8	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	8	en	MLG/Text/009c9ea4.olang	Freeze!
1	AVD00003	1	0xbc4a75	8	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	8	es	MLG/Text/009c9ea4.olang	¡Alto!
1	AVD00003	1	0xbc4a75	8	fr	MLG/Text/009c9ea4.olang	Ne bouge pas !
1	AVD00003	1	0xbc4a75	8	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	8	it	MLG/Text/009c9ea4.olang	Fermati!
1	AVD00003	1	0xbc4a75	8	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	8	ja	MLG/Text/009c9ea4.olang	動くな！
1	AVD00003	1	0xbc4a75	8	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	8	pt	EXLANG/Text/00c7f1dd.olang	Não se mexa!
1	AVD00003	1	0xbc4a75	9	de	MLG/Text/009c9ea4.olang	EM-Puls-Maximum erreicht.
1	AVD00003	1	0xbc4a75	9	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	9	en	MLG/Text/009c9ea4.olang	EM pulse at maximum.
1	AVD00003	1	0xbc4a75	9	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	9	es	MLG/Text/009c9ea4.olang	Pulso EM al máximo.
1	AVD00003	1	0xbc4a75	9	fr	MLG/Text/009c9ea4.olang	Impulsion EM au maximum.
1	AVD00003	1	0xbc4a75	9	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	9	it	MLG/Text/009c9ea4.olang	Impulso EM al massimo.
1	AVD00003	1	0xbc4a75	9	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	9	ja	MLG/Text/009c9ea4.olang	電磁パルス最大！
1	AVD00003	1	0xbc4a75	9	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	9	pt	EXLANG/Text/00c7f1dd.olang	Pulso EM no máximo.
1	AVD00003	1	0xbc4a75	10	de	MLG/Text/009c9ea4.olang	Beinantriebsmotor wird geladen.
1	AVD00003	1	0xbc4a75	10	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	10	en	MLG/Text/009c9ea4.olang	Leg drive motor charging.
1	AVD00003	1	0xbc4a75	10	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	10	es	MLG/Text/009c9ea4.olang	Cargando motor de pierna.
1	AVD00003	1	0xbc4a75	10	fr	MLG/Text/009c9ea4.olang	Moteur de jambe en charge.
1	AVD00003	1	0xbc4a75	10	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	10	it	MLG/Text/009c9ea4.olang	Motore propulsione gamba in fase di carica.
1	AVD00003	1	0xbc4a75	10	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	10	ja	MLG/Text/009c9ea4.olang	脚部駆動モーター、チャージ！
1	AVD00003	1	0xbc4a75	10	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	10	pt	EXLANG/Text/00c7f1dd.olang	Carregando motor de tração das pernas.
1	AVD00003	1	0xbc4a75	11	de	MLG/Text/009c9ea4.olang	Sprungmodus aktiv.
1	AVD00003	1	0xbc4a75	11	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	11	en	MLG/Text/009c9ea4.olang	Jump engaged.
1	AVD00003	1	0xbc4a75	11	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	11	es	MLG/Text/009c9ea4.olang	Modo de salto activado.
1	AVD00003	1	0xbc4a75	11	fr	MLG/Text/009c9ea4.olang	Mode saut engagé.
1	AVD00003	1	0xbc4a75	11	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	11	it	MLG/Text/009c9ea4.olang	Attivazione modalità salto.
1	AVD00003	1	0xbc4a75	11	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	11	ja	MLG/Text/009c9ea4.olang	跳躍体勢！
1	AVD00003	1	0xbc4a75	11	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	11	pt	EXLANG/Text/00c7f1dd.olang	Salto ativado.
1	AVD00003	1	0xbc4a75	12	de	MLG/Text/009c9ea4.olang	Initialisiere atomare Zündsequenz.
1	AVD00003	1	0xbc4a75	12	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	12	en	MLG/Text/009c9ea4.olang	Initializing nuclear launch sequence.
1	AVD00003	1	0xbc4a75	12	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	12	es	MLG/Text/009c9ea4.olang	Iniciando secuencia de lanzamiento nuclear.
1	AVD00003	1	0xbc4a75	12	fr	MLG/Text/009c9ea4.olang	Initialisation de la séquence de tir nucléaire.
1	AVD00003	1	0xbc4a75	12	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	12	it	MLG/Text/009c9ea4.olang	Avvio sequenza lancio nucleare.
1	AVD00003	1	0xbc4a75	12	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	12	ja	MLG/Text/009c9ea4.olang	核発射シーケンス開始
1	AVD00003	1	0xbc4a75	12	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	12	pt	EXLANG/Text/00c7f1dd.olang	Iniciando sequência de lançamento nuclear.
1	AVD00003	1	0xbc4a75	13	de	MLG/Text/009c9ea4.olang	Abschusswinkel eingestellt.
1	AVD00003	1	0xbc4a75	13	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	13	en	MLG/Text/009c9ea4.olang	Launch angle set.
1	AVD00003	1	0xbc4a75	13	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	13	es	MLG/Text/009c9ea4.olang	Ángulo de lanzamiento determinado.
1	AVD00003	1	0xbc4a75	13	fr	MLG/Text/009c9ea4.olang	Angle de tir établi.
1	AVD00003	1	0xbc4a75	13	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	13	it	MLG/Text/009c9ea4.olang	Angolo di lancio impostato.
1	AVD00003	1	0xbc4a75	13	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	13	ja	MLG/Text/009c9ea4.olang	発射角度設定完了
1	AVD00003	1	0xbc4a75	13	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	13	pt	EXLANG/Text/00c7f1dd.olang	Ângulo de lançamento definido.
1	AVD00003	1	0xbc4a75	14	de	MLG/Text/009c9ea4.olang	Öffne Raketenluke.
1	AVD00003	1	0xbc4a75	14	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	14	en	MLG/Text/009c9ea4.olang	Opening missile hatch.
1	AVD00003	1	0xbc4a75	14	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	14	es	MLG/Text/009c9ea4.olang	Abriendo compuerta del misil.
1	AVD00003	1	0xbc4a75	14	fr	MLG/Text/009c9ea4.olang	Ouverture du sabord de missile.
1	AVD00003	1	0xbc4a75	14	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	14	it	MLG/Text/009c9ea4.olang	Apertura portello missile.
1	AVD00003	1	0xbc4a75	14	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	14	ja	MLG/Text/009c9ea4.olang	ミサイルハッチオープン
1	AVD00003	1	0xbc4a75	14	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	14	pt	EXLANG/Text/00c7f1dd.olang	Abrindo escotilha de mísseis.
1	AVD00003	1	0xbc4a75	15	de	MLG/Text/009c9ea4.olang	Leite Zündung ein.
1	AVD00003	1	0xbc4a75	15	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	15	en	MLG/Text/009c9ea4.olang	Commencing pre-ignition.
1	AVD00003	1	0xbc4a75	15	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	15	es	MLG/Text/009c9ea4.olang	Iniciando preignición.
1	AVD00003	1	0xbc4a75	15	fr	MLG/Text/009c9ea4.olang	Pré-allumage déclenché.
1	AVD00003	1	0xbc4a75	15	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	15	it	MLG/Text/009c9ea4.olang	Inizio pre-accensione.
1	AVD00003	1	0xbc4a75	15	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	15	ja	MLG/Text/009c9ea4.olang	予備点火開始
1	AVD00003	1	0xbc4a75	15	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	15	pt	EXLANG/Text/00c7f1dd.olang	Iniciando pré-ignição.
1	AVD00003	1	0xbc4a75	16	de	MLG/Text/009c9ea4.olang	10 ...
1	AVD00003	1	0xbc4a75	16	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	16	en	MLG/Text/009c9ea4.olang	10...
1	AVD00003	1	0xbc4a75	16	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	16	es	MLG/Text/009c9ea4.olang	¡10!
1	AVD00003	1	0xbc4a75	16	fr	MLG/Text/009c9ea4.olang	10...
1	AVD00003	1	0xbc4a75	16	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	16	it	MLG/Text/009c9ea4.olang	10...
1	AVD00003	1	0xbc4a75	16	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	16	ja	MLG/Text/009c9ea4.olang	10
1	AVD00003	1	0xbc4a75	16	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	16	pt	EXLANG/Text/00c7f1dd.olang	10...
1	AVD00003	1	0xbc4a75	17	de	MLG/Text/009c9ea4.olang	9 ...
1	AVD00003	1	0xbc4a75	17	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	17	en	MLG/Text/009c9ea4.olang	9...
1	AVD00003	1	0xbc4a75	17	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	17	es	MLG/Text/009c9ea4.olang	¡9!
1	AVD00003	1	0xbc4a75	17	fr	MLG/Text/009c9ea4.olang	9...
1	AVD00003	1	0xbc4a75	17	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	17	it	MLG/Text/009c9ea4.olang	9...
1	AVD00003	1	0xbc4a75	17	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	17	ja	MLG/Text/009c9ea4.olang	9
1	AVD00003	1	0xbc4a75	17	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	17	pt	EXLANG/Text/00c7f1dd.olang	9...
1	AVD00003	1	0xbc4a75	18	de	MLG/Text/009c9ea4.olang	8 ...
1	AVD00003	1	0xbc4a75	18	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	18	en	MLG/Text/009c9ea4.olang	8...
1	AVD00003	1	0xbc4a75	18	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	18	es	MLG/Text/009c9ea4.olang	¡8!
1	AVD00003	1	0xbc4a75	18	fr	MLG/Text/009c9ea4.olang	8...
1	AVD00003	1	0xbc4a75	18	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	18	it	MLG/Text/009c9ea4.olang	8...
1	AVD00003	1	0xbc4a75	18	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	18	ja	MLG/Text/009c9ea4.olang	8
1	AVD00003	1	0xbc4a75	18	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	18	pt	EXLANG/Text/00c7f1dd.olang	8...
1	AVD00003	1	0xbc4a75	19	de	MLG/Text/009c9ea4.olang	7 ...
1	AVD00003	1	0xbc4a75	19	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	19	en	MLG/Text/009c9ea4.olang	7...
1	AVD00003	1	0xbc4a75	19	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	19	es	MLG/Text/009c9ea4.olang	¡7!
1	AVD00003	1	0xbc4a75	19	fr	MLG/Text/009c9ea4.olang	7...
1	AVD00003	1	0xbc4a75	19	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	19	it	MLG/Text/009c9ea4.olang	7...
1	AVD00003	1	0xbc4a75	19	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	19	ja	MLG/Text/009c9ea4.olang	7
1	AVD00003	1	0xbc4a75	19	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	19	pt	EXLANG/Text/00c7f1dd.olang	7...
1	AVD00003	1	0xbc4a75	20	de	MLG/Text/009c9ea4.olang	6 ...
1	AVD00003	1	0xbc4a75	20	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	20	en	MLG/Text/009c9ea4.olang	6...
1	AVD00003	1	0xbc4a75	20	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	20	es	MLG/Text/009c9ea4.olang	¡6!
1	AVD00003	1	0xbc4a75	20	fr	MLG/Text/009c9ea4.olang	6...
1	AVD00003	1	0xbc4a75	20	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	20	it	MLG/Text/009c9ea4.olang	6...
1	AVD00003	1	0xbc4a75	20	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	20	ja	MLG/Text/009c9ea4.olang	6
1	AVD00003	1	0xbc4a75	20	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	20	pt	EXLANG/Text/00c7f1dd.olang	6...
1	AVD00003	1	0xbc4a75	21	de	MLG/Text/009c9ea4.olang	5 ...
1	AVD00003	1	0xbc4a75	21	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	21	en	MLG/Text/009c9ea4.olang	5...
1	AVD00003	1	0xbc4a75	21	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	21	es	MLG/Text/009c9ea4.olang	¡5!
1	AVD00003	1	0xbc4a75	21	fr	MLG/Text/009c9ea4.olang	5...
1	AVD00003	1	0xbc4a75	21	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	21	it	MLG/Text/009c9ea4.olang	5...
1	AVD00003	1	0xbc4a75	21	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	21	ja	MLG/Text/009c9ea4.olang	5
1	AVD00003	1	0xbc4a75	21	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	21	pt	EXLANG/Text/00c7f1dd.olang	5...
1	AVD00003	1	0xbc4a75	22	de	MLG/Text/009c9ea4.olang	4 ...
1	AVD00003	1	0xbc4a75	22	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	22	en	MLG/Text/009c9ea4.olang	4...
1	AVD00003	1	0xbc4a75	22	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	22	es	MLG/Text/009c9ea4.olang	¡4!
1	AVD00003	1	0xbc4a75	22	fr	MLG/Text/009c9ea4.olang	4...
1	AVD00003	1	0xbc4a75	22	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	22	it	MLG/Text/009c9ea4.olang	4...
1	AVD00003	1	0xbc4a75	22	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	22	ja	MLG/Text/009c9ea4.olang	4
1	AVD00003	1	0xbc4a75	22	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	22	pt	EXLANG/Text/00c7f1dd.olang	4...
1	AVD00003	1	0xbc4a75	23	de	MLG/Text/009c9ea4.olang	3 ...
1	AVD00003	1	0xbc4a75	23	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	23	en	MLG/Text/009c9ea4.olang	3...
1	AVD00003	1	0xbc4a75	23	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	23	es	MLG/Text/009c9ea4.olang	¡3!
1	AVD00003	1	0xbc4a75	23	fr	MLG/Text/009c9ea4.olang	3...
1	AVD00003	1	0xbc4a75	23	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	23	it	MLG/Text/009c9ea4.olang	3...
1	AVD00003	1	0xbc4a75	23	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	23	ja	MLG/Text/009c9ea4.olang	3
1	AVD00003	1	0xbc4a75	23	ja	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	23	pt	EXLANG/Text/00c7f1dd.olang	3...
1	AVD00003	1	0xbc4a75	24	de	MLG/Text/009c9ea4.olang	2 ...
1	AVD00003	1	0xbc4a75	24	de	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	24	en	MLG/Text/009c9ea4.olang	2...
1	AVD00003	1	0xbc4a75	24	en	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	24	es	MLG/Text/009c9ea4.olang	¡2!
1	AVD00003	1	0xbc4a75	24	fr	MLG/Text/009c9ea4.olang	2...
1	AVD00003	1	0xbc4a75	24	fr	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	24	it	MLG/Text/009c9ea4.olang	2...
1	AVD00003	1	0xbc4a75	24	it	EXLANG/Text/00c7f1dd.olang	
1	AVD00003	1	0xbc4a75	24	ja	MLG/Text/009c9ea4.olang	2
1	AVD00003	1	0xbc4a75	24	ja	EXLANG/Text/00c7f1dd.olang	
