table_id	lang	group	entry	meta	record	locations	text
0x003af52d	en	0x825e31	0x000003	0x0402	1863	1863:0x5d982688	The authorities in San José claim \nit's a multinational security firm
0x003af52d	en	0x825e31	0x000004	0x0402	1863	1863:0x5d982688	hired by the Development Corporation \nof Costa Rica.
0x003af52d	en	0x925df8	0x000000	0x0402	1863	1863:0x5d982688	I feel like a new man!\nThere's no coffee like Costa Rican coffee.
0x003af52d	en	0x925df8	0x000001	0x0402	1863	1863:0x5d982688	So, what brings a distinguished scholar from\nthe Costa Rican government to Colombia?
0x003af52d	en	0x98765e	0x000000	0x0402	1863	1863:0x5d982688	What's going on, Kaz?
0x003af52d	en	0x98765e	0x000001	0x0402	1863	1863:0x5d982688	We've got guests.
0x003af52d	en	0x98765e	0x000002	0x0402	1863	1863:0x5d982688	Time to move?
0x003af52d	en	0x98765e	0x000003	0x0402	1863	1863:0x5d982688	Don't worry.\nIt's not our friends from Langley.
0x003af52d	en	0x98765e	0x000004	0x0402	1863	1863:0x5d982688	I brought 'em.\nMade sure we weren't followed.
0x003af52d	en	0x98765e	0x000005	0x0402	1863	1863:0x5d982688	Thank you, Big Boss!
0x003af52d	en	0x98765e	0x000006	0x0402	1863	1863:0x5d982688	Call me Snake.
0x003af52d	en	0x98765e	0x000007	0x0402	1863	1863:0x5d982688	Oh, uh, sorry... Vic Boss!
0x003af52d	en	0x98765e	0x000008	0x0402	1863	1863:0x5d982688	Listen up. For us, there is no victory.
0x003af52d	en	0x98765e	0x000009	0x0402	1863	1863:0x5d982688	But in revolution, doesn't one triumph or die?
0x003af52d	en	0x98765e	0x00000a	0x0402	1863	1863:0x5d982688	We don't do either.
0x003af52d	fr	0x225e16	0x000000	0x0402	1863	1863:0x5d9826ac	Le professeur Gálvez vient de l’Université pour la Paix du Costa Rica.
0x003af52d	fr	0x225e16	0x000001	0x0402	1863	1863:0x5d9826ac	Eh bien, dans le courant de l’année dernière,
0x003af52d	fr	0x225e16	0x000002	0x0402	1863	1863:0x5d9826ac	un groupe armé a été repéré au Costa Rica.
0x003af52d	fr	0x225e16	0x000003	0x0402	1863	1863:0x5d9826ac	Ils ne sont pas des nôtres, bien sûr.
0x003af52d	fr	0x225e16	0x000004	0x0402	1863	1863:0x5d9826ac	Le Costa Rica n’a pas d’armée.
0x003af52d	fr	0x225e16	0x000005	0x0402	1863	1863:0x5d9826ac	Exact.
0x003af52d	fr	0x225e16	0x000006	0x0402	1863	1863:0x5d9826ac	L’article 12 de la Constitution
0x003af52d	fr	0x225e16	0x000007	0x0402	1863	1863:0x5d9826ac	stipule que « l’armée en tant qu’institution permanente est abolie. »
0x003af52d	fr	0x225e16	0x000008	0x0402	1863	1863:0x5d9826ac	La Constitution de la paix...
0x003af52d	fr	0x225e9d	0x000000	0x0402	1863	1863:0x5d9826ac	Je m’appelle Paz et je ferai tout pour protéger le nom que je porte.
0x003af52d	fr	0x225e9d	0x000001	0x0402	1863	1863:0x5d9826ac	C’est mon unique but dans la vie.
0x003af52d	fr	0x225e9d	0x000002	0x0402	1863	1863:0x5d9826ac	S’il vous plaît... faites-les partir de mon pays... Qu’ils quittent le Costa Rica.
0x003af52d	fr	0x225e9d	0x000003	0x0402	1863	1863:0x5d9826ac	Désolé, petite...
0x003af52d	fr	0x225e9d	0x000004	0x0402	1863	1863:0x5d9826ac	Nous savons qui vous êtes, Big Boss. C’est pour ça que nous sommes venus à vous.
0x003af52d	fr	0x325df5	0x000000	0x0402	1863	1863:0x5d9826ac	Tiens.
0x003af52d	fr	0x325df5	0x000001	0x0402	1863	1863:0x5d9826ac	Merci.
0x003af52d	fr	0x325e54	0x000000	0x0402	1863	1863:0x5d9826ac	Un mensonge éhonté.
0x003af52d	fr	0x325e54	0x000001	0x0402	1863	1863:0x5d9826ac	Ils ont amené des armes dernier cri et des cargaisons entières d’équipement.
0x003af52d	fr	0x325e54	0x000002	0x0402	1863	1863:0x5d9826ac	Où ont-ils pu trouver l’argent ?
0x003af52d	fr	0x325e54	0x000003	0x0402	1863	1863:0x5d9826ac	Je crains que la CIA ne soit impliquée.
0x003af52d	fr	0x325e54	0x000004	0x0402	1863	1863:0x5d9826ac	La CIA ?
0x003af52d	fr	0x325e54	0x000005	0x0402	1863	1863:0x5d9826ac	Comme vous le savez, les États-Unis considèrent l’Amérique Centrale comme leur jardin privré.
0x003af52d	fr	0x325e54	0x000006	0x0402	1863	1863:0x5d9826ac	Même après Cuba, nous sommes parvenus à maintenir un équilibre délicat avec les Américains.
0x003af52d	fr	0x325e54	0x000007	0x0402	1863	1863:0x5d9826ac	Et votre gouvernement ne peut pas les chasser ?
0x003af52d	fr	0x325e54	0x000008	0x0402	1863	1863:0x5d9826ac	Nous n’avons pas le droit de porter les armes.
0x003af52d	fr	0x325e54	0x000009	0x0402	1863	1863:0x5d9826ac	La Constitution du Japon est du même genre : son article 9
0x003af52d	fr	0x325e54	0x00000a	0x0402	1863	1863:0x5d9826ac	dit que le Japon renonce à la guerre et n’entretiendra pas d’armée.
0x003af52d	fr	0x325e54	0x00000b	0x0402	1863	1863:0x5d9826ac	Je sais que vous et vos hommes ne servez ni un pays ni une idéologie.
0x003af52d	fr	0x325e54	0x00000c	0x0402	1863	1863:0x5d9826ac	Que vous combattez tous les ennemis.
0x003af52d	fr	0x325e54	0x00000d	0x0402	1863	1863:0x5d9826ac	S’il vous plaît, faites-les partir de notre nation sans défense.
0x003af52d	fr	0x325e54	0x00000e	0x0402	1863	1863:0x5d9826ac	C’est pour ça que nous nous adressons à vous, les Militaires Sans Frontières.
0x003af52d	fr	0x4bcf29	0x000000	0x0402	1863	1863:0x5d9826ac	Vous voulez nous engager ?
0x003af52d	fr	0x4bcf29	0x000001	0x0402	1863	1863:0x5d9826ac	Oui. Comme force de dissuasion.
0x003af52d	fr	0x4bcf29	0x000002	0x0402	1863	1863:0x5d9826ac	Certes, nous n’avons pas les moyens de payer beaucoup.
0x003af52d	fr	0x4bcf29	0x000003	0x0402	1863	1863:0x5d9826ac	Mais
0x003af52d	fr	0x4bcf29	0x000004	0x0402	1863	1863:0x5d9826ac	nous pouvons vous offrir une base d’opérations avancée,
0x003af52d	fr	0x4bcf29	0x000005	0x0402	1863	1863:0x5d9826ac	une plateforme offshore dans la mer des Caraïbes.
0x003af52d	fr	0x4bcf29	0x000006	0x0402	1863	1863:0x5d9826ac	Ça me semble plutôt bien.
0x003af52d	fr	0x4bcf29	0x000007	0x0402	1863	1863:0x5d9826ac	Il commence à faire vilain en Colombie de toute façon.
0x003af52d	fr	0x4bcf29	0x000008	0x0402	1863	1863:0x5d9826ac	Snake, on a besoin d’un endroit où se poser.
0x003af52d	fr	0x4bcf29	0x000009	0x0402	1863	1863:0x5d9826ac	Le gouvernement est d’accord pour coopérer, officieusement, bien sûr.
0x003af52d	fr	0x4bcf29	0x00000a	0x0402	1863	1863:0x5d9826ac	Un hélico de transport, ça serait pas mal non plus.
0x003af52d	fr	0x4bcf29	0x00000b	0x0402	1863	1863:0x5d9826ac	Je verrai ce que je peux faire.
0x003af52d	fr	0x4bcf29	0x00000c	0x0402	1863	1863:0x5d9826ac	Minute !
0x003af52d	fr	0x4bcf29	0x00000d	0x0402	1863	1863:0x5d9826ac	Vous avez l’air de nous prendre pour des « chiens de guerre ». C’est ça ?
0x003af52d	fr	0x4bcf29	0x00000e	0x0402	1863	1863:0x5d9826ac	Oui, c’est ce que j’ai entendu sur vous. Vous êtes une armée sans État.
0x003af52d	fr	0x4bcf29	0x00000f	0x0402	1863	1863:0x5d9826ac	Non... nous avons quitté nos pays.
0x003af52d	fr	0x4bcf29	0x000010	0x0402	1863	1863:0x5d9826ac	S’il vous plaît ! Vous devez nous aider !
0x003af52d	fr	0x4bcf29	0x000011	0x0402	1863	1863:0x5d9826ac	Si vos soupçons s'avèrent fondés, la force ne résoudra rien.
0x003af52d	fr	0x4bcf29	0x000012	0x0402	1863	1863:0x5d9826ac	C’est une solution politique que vous devez trouver.
0x003af52d	fr	0x4bcf29	0x000013	0x0402	1863	1863:0x5d9826ac	Le gouvernement a les mains liées !
0x003af52d	fr	0x4bcf29	0x000014	0x0402	1863	1863:0x5d9826ac	Retournez auprès de vos chefs à San José.
0x003af52d	fr	0x4bcf29	0x000015	0x0402	1863	1863:0x5d9826ac	Dites-leur que s’ils le veulent, je peux leur présenter un négociateur.
0x003af52d	fr	0x4bcf29	0x000016	0x0402	1863	1863:0x5d9826ac	Non,
0x003af52d	fr	0x4bcf29	0x000017	0x0402	1863	1863:0x5d9826ac	je ne suis pas ici en leur nom.
0x003af52d	fr	0x4bcf29	0x000018	0x0402	1863	1863:0x5d9826ac	Alors qu’est-ce que vous faites là ?
0x003af52d	fr	0x4bcf29	0x000019	0x0402	1863	1863:0x5d9826ac	Pendant plus de 20 ans, j’ai prêché les vertus de la paix dans diverses universités.
0x003af52d	fr	0x4bcf29	0x00001a	0x0402	1863	1863:0x5d9826ac	Ce soir, c’est donc le professeur qui vous parle.
0x003af52d	fr	0x625e80	0x000000	0x0402	1863	1863:0x5d9826ac	Ils ont un port de ravitaillement au nord de Puerto Limón, une ville sur la côte des Caraïbes.
0x003af52d	fr	0x625e80	0x000001	0x0402	1863	1863:0x5d9826ac	Il y a quelques jours, Paz est tombée par hasard dessus en cherchant une amie disparue.
0x003af52d	fr	0x625e80	0x000002	0x0402	1863	1863:0x5d9826ac	Ils l’ont capturée.
0x003af52d	fr	0x625e80	0x000003	0x0402	1863	1863:0x5d9826ac	Ce n’est qu’une enfant... elle n’a que 16 ans.
0x003af52d	fr	0x625e80	0x000004	0x0402	1863	1863:0x5d9826ac	Ils lui ont fait... des choses terribles. Mais elle a réussi à s’échapper.
0x003af52d	fr	0x625e80	0x000005	0x0402	1863	1863:0x5d9826ac	Bon sang...
0x003af52d	fr	0x625e80	0x000006	0x0402	1863	1863:0x5d9826ac	Elle est orpheline. Sa mère est morte quand elle était petite
0x003af52d	fr	0x625e80	0x000007	0x0402	1863	1863:0x5d9826ac	et elle a perdu ses grands-parents pendant la guerre civile.
0x003af52d	fr	0x625e80	0x000008	0x0402	1863	1863:0x5d9826ac	Personne ne hait plus la guerre qu'elle.
0x003af52d	fr	0x7a8b99	0x000000	0x0402	1863	1863:0x5d9826ac	C’est une de mes étudiantes. Elle est venue étudier la paix.
0x003af52d	fr	0x7a8b99	0x000001	0x0402	1863	1863:0x5d9826ac	Elle se nomme Paz. Paz Ortega.
0x003af52d	fr	0x7a8b99	0x000002	0x0402	1863	1863:0x5d9826ac	Paz... ? « La paix » ?
0x003af52d	fr	0x7a8b99	0x000003	0x0402	1863	1863:0x5d9826ac	Sans blague ? Moi aussi, je m’appelle comme ça.
0x003af52d	fr	0x7a8b99	0x000004	0x0402	1863	1863:0x5d9826ac	Kazuhira, ça veut dire « paix » en japonais.
0x003af52d	fr	0x7a8b99	0x000005	0x0402	1863	1863:0x5d9826ac	Enchanté, Paz. Appelle-moi Kaz.
0x003af52d	fr	0x825e31	0x000000	0x0402	1863	1863:0x5d9826ac	Vous pensez qu’il s’agit de rebelles ayant fui le Nicaragua ?
0x003af52d	fr	0x825e31	0x000001	0x0402	1863	1863:0x5d9826ac	Non, non, ils n’ont pas l’air de guérilléros. Ils sont trop bien organisés.
0x003af52d	fr	0x825e31	0x000002	0x0402	1863	1863:0x5d9826ac	Que dit votre gouvernement ?
0x003af52d	fr	0x825e31	0x000003	0x0402	1863	1863:0x5d9826ac	Les autorités de San José affirment qu’il s’agit d’une société de sécurité privée
0x003af52d	fr	0x825e31	0x000004	0x0402	1863	1863:0x5d9826ac	engagée par la CODESA, Corporation du Développement du Costa Rica.
0x003af52d	fr	0x925df8	0x000000	0x0402	1863	1863:0x5d9826ac	Je me sens rajeunir ! Le café du Costa Rica est vraiment le meilleur.
0x003af52d	fr	0x925df8	0x000001	0x0402	1863	1863:0x5d9826ac	Alors, qu’est-ce qui amène en Colombie un distingué spécialiste du gouvernement du Costa Rica ?
0x003af52d	fr	0x98765e	0x000000	0x0402	1863	1863:0x5d9826ac	Qu’est-ce qu’il y a, Kaz ?
0x003af52d	fr	0x98765e	0x000001	0x0402	1863	1863:0x5d9826ac	On a de la visite.
0x003af52d	fr	0x98765e	0x000002	0x0402	1863	1863:0x5d9826ac	Il faut filer ?
0x003af52d	fr	0x98765e	0x000003	0x0402	1863	1863:0x5d9826ac	Ne t’inquiète pas. Ce ne sont pas nos amis de Langley.
0x003af52d	fr	0x98765e	0x000004	0x0402	1863	1863:0x5d9826ac	Ils sont venus avec moi. On n’a pas été suivis.
0x003af52d	fr	0x98765e	0x000005	0x0402	1863	1863:0x5d9826ac	Merci, Big Boss !
0x003af52d	fr	0x98765e	0x000006	0x0402	1863	1863:0x5d9826ac	Appelle-moi Snake.
0x003af52d	fr	0x98765e	0x000007	0x0402	1863	1863:0x5d9826ac	Oh, euh, pardon... Vic Boss !
0x003af52d	fr	0x98765e	0x000008	0x0402	1863	1863:0x5d9826ac	Écoute bien. Pour nous, il n’y a pas de victoire.
0x003af52d	fr	0x98765e	0x000009	0x0402	1863	1863:0x5d9826ac	Mais dans une révolution, c’est la victoire ou la mort, non ? 
0x003af52d	fr	0x98765e	0x00000a	0x0402	1863	1863:0x5d9826ac	Non plus.
0x003af52d	de	0x225e16	0x000000	0x0402	1863	1863:0x5d9826bf	Professor Gálvez lehrt an der Friedensuniversität in Costa Rica.
0x003af52d	de	0x225e16	0x000001	0x0402	1863	1863:0x5d9826bf	Im Laufe des letzten Jahres
0x003af52d	de	0x225e16	0x000002	0x0402	1863	1863:0x5d9826bf	wurde eine bewaffnete Gruppe in Costa Rica gesichtet.
0x003af52d	de	0x225e16	0x000003	0x0402	1863	1863:0x5d9826bf	Sie gehören natürlich nicht zu uns.
0x003af52d	de	0x225e16	0x000004	0x0402	1863	1863:0x5d9826bf	Costa Rica hat keine Armee.
0x003af52d	de	0x225e16	0x000005	0x0402	1863	1863:0x5d9826bf	Richtig.
0x003af52d	de	0x225e16	0x000006	0x0402	1863	1863:0x5d9826bf	Artikel 12 unserer Verfassung besagt,
0x003af52d	de	0x225e16	0x000007	0x0402	1863	1863:0x5d9826bf	dass „die Armee als dauerhafte Einrichtung abgeschafft wird“.
0x003af52d	de	0x225e16	0x000008	0x0402	1863	1863:0x5d9826bf	Die Friedensverfassung ...
0x003af52d	de	0x225e9d	0x000000	0x0402	1863	1863:0x5d9826bf	Ich heiße Paz und ich werde alles tun, um meinen Namensvetter zu schützen.
0x003af52d	de	0x225e9d	0x000001	0x0402	1863	1863:0x5d9826bf	Das ist meine einzige Aufgabe.
0x003af52d	de	0x225e9d	0x000002	0x0402	1863	1863:0x5d9826bf	Bitte ... Vertreiben Sie sie aus meinem Land ... Sie müssen Costa Rica verlassen.
0x003af52d	de	0x225e9d	0x000003	0x0402	1863	1863:0x5d9826bf	Tut mir leid, Kleine ...
0x003af52d	de	0x225e9d	0x000004	0x0402	1863	1863:0x5d9826bf	Wir wissen, wer Sie sind, Big Boss. Daher haben wir uns an Sie gewandt.
0x003af52d	de	0x325df5	0x000000	0x0402	1863	1863:0x5d9826bf	Hier.
0x003af52d	de	0x325df5	0x000001	0x0402	1863	1863:0x5d9826bf	Danke.
0x003af52d	de	0x325e54	0x000000	0x0402	1863	1863:0x5d9826bf	Eine eindeutige Lüge.
0x003af52d	de	0x325e54	0x000001	0x0402	1863	1863:0x5d9826bf	Sie bringen hochmoderne Waffen und Ausrüstung ins Land.
0x003af52d	de	0x325e54	0x000002	0x0402	1863	1863:0x5d9826bf	Woher kommt das Geld dafür?
0x003af52d	de	0x325e54	0x000003	0x0402	1863	1863:0x5d9826bf	... Ich fürchte, dass la CIA daran beteiligt ist.
0x003af52d	de	0x325e54	0x000004	0x0402	1863	1863:0x5d9826bf	Die CIA?
0x003af52d	de	0x325e54	0x000005	0x0402	1863	1863:0x5d9826bf	Wie Sie beide wissen, betrachten die USA Mittelamerika als ihr Gebiet ...
0x003af52d	de	0x325e54	0x000006	0x0402	1863	1863:0x5d9826bf	Selbst nach Kuba konnten wir ein empfindliches Gleichgewicht mit den USA beibehalten.
0x003af52d	de	0x325e54	0x000007	0x0402	1863	1863:0x5d9826bf	Und Ihre Regierung kann sie nicht einfach rauswerfen?
0x003af52d	de	0x325e54	0x000008	0x0402	1863	1863:0x5d9826bf	Wir dürfen keine Waffen tragen.
0x003af52d	de	0x325e54	0x000009	0x0402	1863	1863:0x5d9826bf	In der japanischen Verfassung gibt es etwas Ähnliches: Artikel 9.
0x003af52d	de	0x325e54	0x00000a	0x0402	1863	1863:0x5d9826bf	Er besagt, dass Japan auf Krieg verzichtet und keine Armee unterhalten darf.
0x003af52d	de	0x325e54	0x00000b	0x0402	1863	1863:0x5d9826bf	Ich habe gehört, dass Sie und Ihre Männer weder einem Staat noch einer Ideologie anhängen
0x003af52d	de	0x325e54	0x00000c	0x0402	1863	1863:0x5d9826bf	– und dass Sie jeden Feind bekämpfen.
0x003af52d	de	0x325e54	0x00000d	0x0402	1863	1863:0x5d9826bf	Bitte, Sie müssen sie aus unserem wehrlosen Land vertreiben.
0x003af52d	de	0x325e54	0x00000e	0x0402	1863	1863:0x5d9826bf	Damit kommen wir zu Ihnen, den Militaires San Frontières (Soldaten ohne Grenzen).
0x003af52d	de	0x4bcf29	0x000000	0x0402	1863	1863:0x5d9826bf	Sie wollen uns also anheuern?
0x003af52d	de	0x4bcf29	0x000001	0x0402	1863	1863:0x5d9826bf	Ja. Als Abschreckung.
0x003af52d	de	0x4bcf29	0x000002	0x0402	1863	1863:0x5d9826bf	... Wir können nicht viel zahlen, das stimmt.
0x003af52d	de	0x4bcf29	0x000003	0x0402	1863	1863:0x5d9826bf	Aber
0x003af52d	de	0x4bcf29	0x000004	0x0402	1863	1863:0x5d9826bf	wir bieten Ihnen eine taktische Basis an
0x003af52d	de	0x4bcf29	0x000005	0x0402	1863	1863:0x5d9826bf	– eine Anlage vor der Karibikküste.
0x003af52d	de	0x4bcf29	0x000006	0x0402	1863	1863:0x5d9826bf	Hört sich sehr gut an.
0x003af52d	de	0x4bcf29	0x000007	0x0402	1863	1863:0x5d9826bf	Hier geht sowieso alles drunter und drüber.
0x003af52d	de	0x4bcf29	0x000008	0x0402	1863	1863:0x5d9826bf	Snake, wir müssen uns irgendwo niederlassen.
0x003af52d	de	0x4bcf29	0x000009	0x0402	1863	1863:0x5d9826bf	Die Regierung will mit uns zusammenarbeiten – natürlich inoffiziell.
0x003af52d	de	0x4bcf29	0x00000a	0x0402	1863	1863:0x5d9826bf	Ein Hubschrauber für Transporte wäre auch nicht schlecht.
0x003af52d	de	0x4bcf29	0x00000b	0x0402	1863	1863:0x5d9826bf	... Mal sehen, was sich machen lässt.
0x003af52d	de	0x4bcf29	0x00000c	0x0402	1863	1863:0x5d9826bf	Stopp!
0x003af52d	de	0x4bcf29	0x00000d	0x0402	1863	1863:0x5d9826bf	Sie glauben wohl, wir sind nur irgendwelche Söldner. Stimmt das?
0x003af52d	de	0x4bcf29	0x00000e	0x0402	1863	1863:0x5d9826bf	Ja, das habe ich gehört. Sie sind eine Armee ohne Land ...
0x003af52d	de	0x4bcf29	0x00000f	0x0402	1863	1863:0x5d9826bf	Nein ... Wir haben nur unsere Länder verlassen. 
0x003af52d	de	0x4bcf29	0x000010	0x0402	1863	1863:0x5d9826bf	Bitte! Sie müssen uns helfen!
