rec	file	table_id	lang	group	entry	key	meta	text
1	lang_communicationstelop_fr.olang	0x001708fb	fr	0xcca984	0x85d8b6	0x000d32	0x0402	ÉCHEC DE LA CONNEXION
1	lang_communicationstelop_fr.olang	0x001708fb	fr	0xcca984	0xae80d2	0x000d32	0x0402	CONNEXION INSTABLE
1	lang_communicationstelop_ge.olang	0x001708fb	ge	0xae22a4	0xa1718f	0x000d45	0x0402	（不要）通信が不安定になっています
1	lang_communicationstelop_ge.olang	0x001708fb	ge	0xae22a5	0xa1718f	0x000d45	0x0402	（不要）通信不安定メッセージ002。流れる文字のテスト用にとっても長い文章を入れてみていますよーーーーーーーーーーーーーーーー。ドンだけ長い文章にすればいいかわからないのでだいぶたくさん入れてみてますよーーーー
1	lang_communicationstelop_ge.olang	0x001708fb	ge	0xcca984	0x05f700	0x000d45	0x0402	$1 hat den Einsatz verlassen.
1	lang_communicationstelop_ge.olang	0x001708fb	ge	0xcca984	0x85d8b6	0x000d45	0x0402	VERBINDUNG FEHLGESCHLAGEN
1	lang_communicationstelop_ge.olang	0x001708fb	ge	0xcca984	0xae80d2	0x000d45	0x0402	VERBINDUNG INSTABIL
1	lang_communicationstelop_it.olang	0x001708fb	it	0xae22a4	0xa1718f	0x000d94	0x0402	（不要）通信が不安定になっています
1	lang_communicationstelop_it.olang	0x001708fb	it	0xae22a5	0xa1718f	0x000d94	0x0402	（不要）通信不安定メッセージ002。流れる文字のテスト用にとっても長い文章を入れてみていますよーーーーーーーーーーーーーーーー。ドンだけ長い文章にすればいいかわからないのでだいぶたくさん入れてみてますよーーーー
1	lang_communicationstelop_it.olang	0x001708fb	it	0xcca984	0x05f700	0x000d94	0x0402	$1 ha lasciato la missione.
1	lang_communicationstelop_it.olang	0x001708fb	it	0xcca984	0x85d8b6	0x000d94	0x0402	CONNESSIONE FALLITA
1	lang_communicationstelop_it.olang	0x001708fb	it	0xcca984	0xae80d2	0x000d94	0x0402	CONNESSIONE INSTABILE
1	lang_communicationstelop_sp.olang	0x001708fb	sp	0xae22a4	0xa1718f	0x000ed0	0x0402	（不要）通信が不安定になっています
1	lang_communicationstelop_sp.olang	0x001708fb	sp	0xae22a5	0xa1718f	0x000ed0	0x0402	（不要）通信不安定メッセージ002。流れる文字のテスト用にとっても長い文章を入れてみていますよーーーーーーーーーーーーーーーー。ドンだけ長い文章にすればいいかわからないのでだいぶたくさん入れてみてますよーーーー
1	lang_communicationstelop_sp.olang	0x001708fb	sp	0xcca984	0x05f700	0x000ed0	0x0402	$1 ha abandonado la misión.
1	lang_communicationstelop_sp.olang	0x001708fb	sp	0xcca984	0x85d8b6	0x000ed0	0x0402	ERROR DE CONEXIÓN
1	lang_communicationstelop_sp.olang	0x001708fb	sp	0xcca984	0xae80d2	0x000ed0	0x0402	CONEXIÓN INESTABLE
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b762	0x29e0fc	0x000db0	0x0402	









         1974年11月4日  15:42   
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b763	0x29e0fc	0x000db0	0x0402	









         1974年11月10日  
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b764	0x29e0fc	0x000db0	0x0402	










          コロンビア　バランキヤ港沿岸   
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b765	0x29e0fc	0x000db0	0x0402	










          コスタリカ　カリブ海沿岸  
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b766	0x29e0fc	0x000db0	0x0402	OPENING/TUTORIAL 
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b767	0x29e0fc	0x000db0	0x0402	
MISSION COMPLETE 
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b768	0x29e0fc	0x000db0	0x0402	TAKE CONTROL OF THE ENEMIES' STRONGHOLD 
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b769	0x29e0fc	0x000db0	0x0402	
MISSION COMPLETE 
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b76a	0x29e0fc	0x000db0	0x0402	STOP THE TANK : BANANAL FRUTA DE ORO 
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b781	0x29e0fc	0x000db0	0x0402	
MISSION COMPLETE 
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b782	0x29e0fc	0x000db0	0x0402	ASSAULT ON THE CRATER BASE 
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b783	0x29e0fc	0x000db0	0x0402	
MISSION COMPLETE 
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b784	0x29e0fc	0x000db0	0x0402	1974年11月4日  20:31
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b785	0x29e0fc	0x000db0	0x0402	コロンビア　バランキア港沿岸
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b786	0x29e0fc	0x000db0	0x0402	1974年11月19日　コスタリカ
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b787	0x29e0fc	0x000db0	0x0402	エレディア中央　セルバ・デ・ラ・レチェ
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b788	0x29e0fc	0x000db0	0x0402	1974年11月21日　コスタリカ
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b789	0x29e0fc	0x000db0	0x0402	エレディア東　採掘場偽装基地
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b78a	0x29e0fc	0x000db0	0x0402	1974年11月23日
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7a1	0x29e0fc	0x000db0	0x0402	コスタリカ－ニカラグア国境　サン・ファン河
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7a2	0x29e0fc	0x000db0	0x0402	ニカラグア湖南東部　米軍ミサイル基地
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7a3	0x29e0fc	0x000db0	0x0402	ニカラグア　米軍ミサイル基地
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7a4	0x29e0fc	0x000db0	0x0402	通信塔　モニタールーム
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7a5	0x29e0fc	0x000db0	0x0402	管制塔最上層　司令室
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7a6	0x29e0fc	0x000db0	0x0402	アメリカ　コロラド州
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7a7	0x29e0fc	0x000db0	0x0402	シャイアンマウンテン空軍基地　NORAD司令部
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7a8	0x29e0fc	0x000db0	0x0402	アメリカ　ワシントンDC
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7a9	0x29e0fc	0x000db0	0x0402	国防総省　国家軍事指揮センター（NMCC）
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7aa	0x29e0fc	0x000db0	0x0402	










         コスタリカ　カリブ海沿岸　ボスケ・デル・アルバ  
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7c1	0x29e0fc	0x000db0	0x0402	国防総省　国家軍事指揮センター
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7c2	0x29e0fc	0x000db0	0x0402	緊急会議室（ECR）
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7c3	0x29e0fc	0x000db0	0x0402	1964年9月　ソ連領内
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7c4	0x29e0fc	0x000db0	0x0402	グロズニィグラード　ロコヴォイ・ビエレッグ
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7c5	0x29e0fc	0x000db0	0x0402	ニカラグア湖南東部　米軍ミサイル基地の２行目
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7c6	0x29e0fc	0x000db0	0x0402	ニカラグア湖南東部　米軍ミサイル基地の３行目
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7c7	0x29e0fc	0x000db0	0x0402	シャイアンマウンテン空軍基地　NORAD司令部の２行目
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1b7c8	0x29e0fc	0x000db0	0x0402	シャイアンマウンテン空軍基地　NORAD司令部の３行目
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1dc01	0x29e0fc	0x000db0	0x0402	『恋の抑止力』                
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1dc02	0x29e0fc	0x000db0	0x0402	唄：パス（CV：水樹奈々）　  
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1dc03	0x29e0fc	0x000db0	0x0402	『HEAVENS DIVIDE』     
1	lang_demotelop.olang	0x0099cb1e	ja	0xb1dc04	0x29e0fc	0x000db0	0x0402	唄：Donna Burke        
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b762	0x29e0fc	0x000d0e	0x0402	









         November 4, 1974 15:42
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b763	0x29e0fc	0x000d0e	0x0402	









         November 10, 1974
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b764	0x29e0fc	0x000d0e	0x0402	










          Barranquilla Coast, Colombia
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b765	0x29e0fc	0x000d0e	0x0402	










          Caribbean Coast, Costa Rica
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b766	0x29e0fc	0x000d0e	0x0402	OPENING/TUTORIAL 
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b767	0x29e0fc	0x000d0e	0x0402	
MISSION COMPLETE 
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b768	0x29e0fc	0x000d0e	0x0402	TAKE CONTROL OF THE ENEMIES' STRONGHOLD 
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b769	0x29e0fc	0x000d0e	0x0402	
MISSION COMPLETE 
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b76a	0x29e0fc	0x000d0e	0x0402	STOP THE TANK : BANANAL FRUTA DE ORO 
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b781	0x29e0fc	0x000d0e	0x0402	
MISSION COMPLETE 
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b782	0x29e0fc	0x000d0e	0x0402	ASSAULT ON THE CRATER BASE 
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b783	0x29e0fc	0x000d0e	0x0402	
MISSION COMPLETE 
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b784	0x29e0fc	0x000d0e	0x0402	November 4, 1974 20:31
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b785	0x29e0fc	0x000d0e	0x0402	Barranquilla Coast, Colombia
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b786	0x29e0fc	0x000d0e	0x0402	November 19, 1974 Costa Rica
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b787	0x29e0fc	0x000d0e	0x0402	Selva de la Leche, Central Heredia
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b788	0x29e0fc	0x000d0e	0x0402	November 21, 1974 Costa Rica
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b789	0x29e0fc	0x000d0e	0x0402	Mine Base, Eastern Heredia
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b78a	0x29e0fc	0x000d0e	0x0402	November 23, 1974
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7a1	0x29e0fc	0x000d0e	0x0402	Rio San Juan, Costa Rica/Nicaraguan Border
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7a2	0x29e0fc	0x000d0e	0x0402	U.S. Missile Base, Southeastern shore of Nicaragua
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7a3	0x29e0fc	0x000d0e	0x0402	U.S. Missile Base, Nicaragua
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7a4	0x29e0fc	0x000d0e	0x0402	Monitor Room, Communications Tower
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7a5	0x29e0fc	0x000d0e	0x0402	Control Room, Control Tower Top Floor
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7a6	0x29e0fc	0x000d0e	0x0402	Colorado, USA
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7a7	0x29e0fc	0x000d0e	0x0402	NORAD Cheyenne Mountain Operations Center
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7a8	0x29e0fc	0x000d0e	0x0402	Washington DC, USA
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7a9	0x29e0fc	0x000d0e	0x0402	Pentagon - National Military Command Center (NMCC)
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7aa	0x29e0fc	0x000d0e	0x0402	










          Bosque del Alba, Caribbean Coast of Costa Rica
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7c1	0x29e0fc	0x000d0e	0x0402	Pentagon - National Military Command Center
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7c2	0x29e0fc	0x000d0e	0x0402	Emergency Conference Room
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7c3	0x29e0fc	0x000d0e	0x0402	September 1964, The Soviet Union
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7c4	0x29e0fc	0x000d0e	0x0402	Groznyj Grad, Rokovoj Bereg
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7c5	0x29e0fc	0x000d0e	0x0402	U.S. Missile Base,
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7c6	0x29e0fc	0x000d0e	0x0402	Southeastern shore of Nicaragua
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7c7	0x29e0fc	0x000d0e	0x0402	NORAD
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1b7c8	0x29e0fc	0x000d0e	0x0402	Cheyenne Mountain Operations Center
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1dc01	0x29e0fc	0x000d0e	0x0402	KOI NO YOKUSHI-RYOKU
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1dc02	0x29e0fc	0x000d0e	0x0402	SUNG BY: PAZ
(JAPANESE VOICE : NANA MIZUKI)
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1dc03	0x29e0fc	0x000d0e	0x0402	HEAVENS DIVIDE
1	lang_demotelop_en.olang	0x0099cb1e	en	0xb1dc04	0x29e0fc	0x000d0e	0x0402	SUNG BY : Donna Burke
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b762	0x29e0fc	0x000d32	0x0402	









         4 novembre 1974 15:42
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b763	0x29e0fc	0x000d32	0x0402	









        10 novembre 1974
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b764	0x29e0fc	0x000d32	0x0402	










          Côte de Barranquilla, Colombie
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b765	0x29e0fc	0x000d32	0x0402	










          Côte des Caraïbes, Costa Rica
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b766	0x29e0fc	0x000d32	0x0402	OPENING/TUTORIAL 
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b767	0x29e0fc	0x000d32	0x0402	
MISSION COMPLETE 
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b768	0x29e0fc	0x000d32	0x0402	TAKE CONTROL OF THE ENEMIES' STRONGHOLD 
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b769	0x29e0fc	0x000d32	0x0402	
MISSION COMPLETE 
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b76a	0x29e0fc	0x000d32	0x0402	STOP THE TANK : BANANAL FRUTA DE ORO 
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b781	0x29e0fc	0x000d32	0x0402	
MISSION COMPLETE 
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b782	0x29e0fc	0x000d32	0x0402	ASSAULT ON THE CRATER BASE 
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b783	0x29e0fc	0x000d32	0x0402	
MISSION COMPLETE 
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b784	0x29e0fc	0x000d32	0x0402	4 novembre 1974, 20 h 31
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b785	0x29e0fc	0x000d32	0x0402	Côte de Barranquilla, Colombie
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b786	0x29e0fc	0x000d32	0x0402	19 novembre 1974, Costa Rica
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b787	0x29e0fc	0x000d32	0x0402	Selva de la Leche, Heredia, centre
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b788	0x29e0fc	0x000d32	0x0402	21 novembre 1974, Costa Rica
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b789	0x29e0fc	0x000d32	0x0402	Base minière, Heredia, est
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b78a	0x29e0fc	0x000d32	0x0402	23 novembre 1974
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7a1	0x29e0fc	0x000d32	0x0402	Rio San Juan, Costa Rica / Frontière du Nicaragua
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7a2	0x29e0fc	0x000d32	0x0402	Base de missiles U.S., côte sud-est du Nicaragua
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7a3	0x29e0fc	0x000d32	0x0402	Base de missiles U.S., Nicaragua
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7a4	0x29e0fc	0x000d32	0x0402	Salle des moniteurs, Tour des télécommunications
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7a5	0x29e0fc	0x000d32	0x0402	Salle de contrôle, dernier étage de la tour de contrôle
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7a6	0x29e0fc	0x000d32	0x0402	Colorado, USA
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7a7	0x29e0fc	0x000d32	0x0402	Centre d'opérations du NORAD de Cheyenne Mountain
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7a8	0x29e0fc	0x000d32	0x0402	Washington DC, USA
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7a9	0x29e0fc	0x000d32	0x0402	Centre de Commandement de l'Armée (CCA), Pentagone
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7aa	0x29e0fc	0x000d32	0x0402	










          Bosque del Alba, Côte caribéenne du Costa Rica
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7c1	0x29e0fc	0x000d32	0x0402	Centre de Commandement de l'Armée, Pentagone
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7c2	0x29e0fc	0x000d32	0x0402	Salle de cellule de crise
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7c3	0x29e0fc	0x000d32	0x0402	Septembre 1964, Union Soviétique
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7c4	0x29e0fc	0x000d32	0x0402	Groznyj Grad, Rokovoj Bereg
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7c5	0x29e0fc	0x000d32	0x0402	Base de missiles U.S.,
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7c6	0x29e0fc	0x000d32	0x0402	côte sud-est du Nicaragua
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7c7	0x29e0fc	0x000d32	0x0402	NORAD
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1b7c8	0x29e0fc	0x000d32	0x0402	Centre d'opérations de Cheyenne Mountain
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1dc01	0x29e0fc	0x000d32	0x0402	KOI NO YOKUSHI-RYOKU
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1dc02	0x29e0fc	0x000d32	0x0402	CHANTÉE PAR : PAZ
(VOIX JAPONAISE : NANA MIZUKI)
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1dc03	0x29e0fc	0x000d32	0x0402	HEAVENS DIVIDE
1	lang_demotelop_fr.olang	0x0099cb1e	fr	0xb1dc04	0x29e0fc	0x000d32	0x0402	CHANTÉE PAR : Donna Burke
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b762	0x29e0fc	0x000d45	0x0402	









         4. November 1974 15:42
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b763	0x29e0fc	0x000d45	0x0402	









         10. November 1974
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b764	0x29e0fc	0x000d45	0x0402	










          Barranquilla-Küste, Kolumbien
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b765	0x29e0fc	0x000d45	0x0402	










          Karibik-Küste, Costa Rica
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b766	0x29e0fc	0x000d45	0x0402	OPENING/TUTORIAL 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b767	0x29e0fc	0x000d45	0x0402	
MISSION COMPLETE 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b768	0x29e0fc	0x000d45	0x0402	TAKE CONTROL OF THE ENEMIES' STRONGHOLD 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b769	0x29e0fc	0x000d45	0x0402	
MISSION COMPLETE 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b76a	0x29e0fc	0x000d45	0x0402	STOP THE TANK : BANANAL FRUTA DE ORO 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b781	0x29e0fc	0x000d45	0x0402	
MISSION COMPLETE 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b782	0x29e0fc	0x000d45	0x0402	ASSAULT ON THE CRATER BASE 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b783	0x29e0fc	0x000d45	0x0402	
MISSION COMPLETE 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b784	0x29e0fc	0x000d45	0x0402	4. November 1974 20:31
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b785	0x29e0fc	0x000d45	0x0402	Barranquilla-Küste, Kolumbien
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b786	0x29e0fc	0x000d45	0x0402	19. November 1974, Costa Rica
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b787	0x29e0fc	0x000d45	0x0402	Selva de la Leche, Zentral-Heredia
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b788	0x29e0fc	0x000d45	0x0402	21. November 1974, Costa Rica
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b789	0x29e0fc	0x000d45	0x0402	Minenbasis, Ost-Heredia
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b78a	0x29e0fc	0x000d45	0x0402	23. November 1974
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7a1	0x29e0fc	0x000d45	0x0402	Rio San Juan, Costa Rica/Nicaraguanische Grenze
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7a2	0x29e0fc	0x000d45	0x0402	U.S.-Raketenbasis, Südostküste von Nicaragua
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7a3	0x29e0fc	0x000d45	0x0402	U.S.-Raketenbasis, Nicaragua
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7a4	0x29e0fc	0x000d45	0x0402	Überwachungsraum, Kommunikationsturm
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7a5	0x29e0fc	0x000d45	0x0402	Kontrollraum, Oberster Stock Kontrollturm
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7a6	0x29e0fc	0x000d45	0x0402	Colorado, USA
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7a7	0x29e0fc	0x000d45	0x0402	NORAD-Zentrale, Cheyenne Mountain
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7a8	0x29e0fc	0x000d45	0x0402	Washington DC, USA
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7a9	0x29e0fc	0x000d45	0x0402	National Military Command Center (NMCC), Pentagon 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7aa	0x29e0fc	0x000d45	0x0402	










          Bosque del Alba, Karibikküste von Costa Rica
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7c1	0x29e0fc	0x000d45	0x0402	National Military Command Center, Pentagon 
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7c2	0x29e0fc	0x000d45	0x0402	Krisensitzungsraum
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7c3	0x29e0fc	0x000d45	0x0402	September 1964, Sowjetunion
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7c4	0x29e0fc	0x000d45	0x0402	Groznyj Grad, Rokovoj Bereg
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7c5	0x29e0fc	0x000d45	0x0402	U.S.-Raketenbasis,
1	lang_demotelop_ge.olang	0x0099cb1e	ge	0xb1b7c6	0x29e0fc	0x000d45	0x0402	Südostküste von Nicaragua
