sector	off	idx	line	script_class	voice_ids	text
0	0xa80	168	0	kana	v_bri_kaz0010_020_0	ちなみに女王蜂は誰になるんだ？\n
0	0xa80	168	1	kana	v_bri_kaz0010_020_0	そうだな？　俺はパスだと思うけどな。\n
0	0xa80	168	2	kana	v_bri_kaz0010_020_0	そうか、俺はストレンジラブ…。\n
0	0xa80	168	3	kana	v_bri_kaz0010_020_0	そうだな、セシールもそうかも。\n
0	0xa80	168	4	kana	v_bri_kaz0010_020_0	いや、アマンダとも云えるかも。\n
0	0xa80	168	5	kana	v_bri_kaz0010_020_0	スネーク、こうしよう。うちの女王蜂は女性陣みんなだ。\n
0	0xa80	168	6	kana	v_bri_kaz0010_020_0	了解。\n
1	0x1700	368	0	kana	v_bri_kaz0060_000_0	スネーク、思い出してくれ。\n
1	0x1700	368	1	kana	v_bri_kaz0060_000_0	俺達の創った国境なき軍隊…。\n
1	0x1700	368	2	kana	v_bri_kaz0060_000_0	<R=Militaires,ミリテール> <R=Sans,サン> <R=Frontières,フロンティエール>の目的は国家や思想に囚\nわれず、必要な土地、勢力に必要な軍事力を供給すること\nだ。\n
1	0x1700	368	3	kana	v_bri_kaz0060_000_0	ご大層な信念があるわけじゃないが…。\n
1	0x1700	368	4	kana	v_bri_kaz0060_000_0	国の思惑には振り回されない。\n
1	0x1700	368	5	kana	v_bri_kaz0060_000_0	そうだ。俺たちは戦うことしかできないが…国家の事情に\n翻弄されずに生きる。\n
1	0x1700	368	6	kana	v_bri_kaz0060_000_0	MSFのマークは2億5千万年前の、パンゲア大陸をモチー\nフにしている。世界がひとつの大陸だった時代。\n
1	0x1700	368	7	kana	v_bri_kaz0060_000_0	隔たりのないひとつの世界。\n
1	0x1700	368	8	kana	v_bri_kaz0060_000_0	俺達の力はそこに還元する。\n
1	0x1b50	437	0	kana	v_bri_kaz0070_000_0	カズ、お前はどうなんだ？　MSFを拡大したいのか？\n
1	0x1b50	437	1	kana	v_bri_kaz0070_000_0	もちろんだ。あんたの言うとおり、MSFをどこの国の干渉\nも受けないような組織にしていきたい。\n
1	0x1b50	437	2	kana	v_bri_kaz0070_000_0	自分たちを守るためにも相応の力が必要だ。\n
1	0x1b50	437	3	kana	v_bri_kaz0070_000_0	多くの兵力を養うにも金が要る。\n
1	0x1b50	437	4	kana	v_bri_kaz0070_000_0	そのためにもMSFをもっと新しいビジネスにしたいんだ。\n
1	0x1b50	437	5	kana	v_bri_kaz0070_000_0	直接的な戦闘だけじゃなく、兵站、訓練、武器の整備や開\n発、軍事に関するあらゆることを請け負うような組織だ。\n
1	0x1b50	437	6	kana	v_bri_kaz0070_000_0	特殊部隊のような少数精鋭の行動力と正規軍にも対抗でき\nる軍事力。\n
1	0x1b50	437	7	kana	v_bri_kaz0070_000_0	それだけの力があってこそ、国家の干渉から逃れることが\nできる。\n
1	0x1b50	437	8	kana	v_bri_kaz0070_000_0	とにかくボスはフルトン回収で使えそうな奴を集めてくれ。\n
1	0x1b50	437	9	kana	v_bri_kaz0070_000_0	それから、人員配置の指示を頼む。\n
1	0x1b50	437	10	kana	v_bri_kaz0070_000_0	あとの細かいことは俺に任せてくれ。\n
2	0x20a0	522	0	kana	v_bri_kaz0070_010_0	あんたの師匠だったザ・ボスは西側では特殊部隊の母とも\n呼ばれていたんだってな。\n
2	0x20a0	522	1	kana	v_bri_kaz0070_010_0	プロパガンダに過ぎん。\n
2	0x20a0	522	2	kana	v_bri_kaz0070_010_0	だが嘘でもないだろう。最近じゃKGBは破壊工作対策課っ\nてのを立ち上げたらしい。<R=A,アルファ>グループって言ったかな。\n
2	0x20a0	522	3	kana	v_bri_kaz0070_010_0	ドイツではミュンヘンオリンピックの事件を受けて、国境\n警備隊にカウンターテロ部隊を創設したという噂もある。\n
2	0x20a0	522	4	kana	v_bri_kaz0070_010_0	我らがアメリカといえば光輝栄えあるグリーンベレーに\nSEALチーム、そしてあんたが創ったFOXHOUND…。\n
2	0x20a0	522	5	kana	v_bri_kaz0070_010_0	ザ・ボスが撒いた種が芽を出し始めているんだ。\n
2	0x20a0	522	6	kana	v_bri_kaz0070_010_0	MSFもそうだ。だろう？　あんたが創ったんだ。ザ・ボス\nの遺志を継いでな。\n
2	0x20a0	522	7	kana	v_bri_kaz0070_010_0	ボスに戦い方を叩き込まれた。\n
2	0x20a0	522	8	kana	v_bri_kaz0070_010_0	お陰で俺達は通常戦闘以外の任務もやれる。\n
2	0x20a0	522	9	kana	v_bri_kaz0070_010_0	正規軍の特殊部隊と母親が同じなんだからな。\n
2	0x25f0	607	0	kana	v_bri_kaz0080_000_0	スネーク、あんたの言うとおりだ。俺たちが“国境なき軍\n隊”である限り、狙われる。抑止する力が必要なんだ。\n
2	0x25f0	607	1	kana	v_bri_kaz0080_000_0	国々を渡り歩けば、様々な紛争に足を踏み入れることにな\nるだろう。\n
2	0x25f0	607	2	kana	v_bri_kaz0080_000_0	そこではイデオロギーも、地理も、政治状況も、何もかも\nが異なる。\n
2	0x25f0	607	3	kana	v_bri_kaz0080_000_0	そんな状況での軍事支援活動には、メタルギアのような牽\n制力が必要だ。\n
2	0x25f0	607	4	kana	v_bri_kaz0080_000_0	…ボリビアで最期を遂げたゲバラのようにならないために\nも。\n
2	0x25f0	607	5	kana	v_bri_kaz0080_000_0	そうだ。俺たち<R=国境なき軍隊,MSF>は、自分たちの土地を持たな\nい。<R=流浪の民,ノーマッド>だ。遊牧民のようなものだ。\n
2	0x25f0	607	6	kana	v_bri_kaz0080_000_0	俺たちと一緒に歩ける、牧羊犬が必要なんだ。\n
2	0x25f0	607	7	kana	v_bri_kaz0080_000_0	ああ。\n
2	0x25f0	607	8	kana	v_bri_kaz0080_000_0	ザ・ボスのやり方とは違うかも知れない。\n
2	0x25f0	607	9	kana	v_bri_kaz0080_000_0	だが、世界には俺たちを必要としている場所がある。MS\nFを必要としている兵士達がいる。\n
2	0x25f0	607	10	kana	v_bri_kaz0080_000_0	そうである限り、俺たちは歩みを止めない。行脚をやめる\nわけにはいかない。\n
2	0x25f0	607	11	kana	v_bri_kaz0080_000_0	俺達こそがピースウォーカーだ。\n
2	0x2c10	705	0	kana	v_bri_kaz0090_000_0	あの教授、KGBだったとは…。\n
2	0x2c10	705	1	kana	v_bri_kaz0090_000_0	“教授”も言っていたようにソ連は中南米の共産化に血道\nを上げている。\n
2	0x2c10	705	2	kana	v_bri_kaz0090_000_0	キューバの情報機関もKGBに仕切られてるからな。\n
2	0x2c10	705	3	kana	v_bri_kaz0090_000_0	あの男の依頼に裏はないと思うか？\n
2	0x2c10	705	4	kana	v_bri_kaz0090_000_0	CIAが何か企んでいるならKGBがその目的を知りたいと思\nうのは当然の流れだが、あいつらが手の内を全て明かすと\nも思えん。\n
2	0x2c10	705	5	kana	v_bri_kaz0090_000_0	油断は禁物だな。\n
3	0x30e0	782	0	kana	v_bri_kaz0100_010_1	スネーク、覚えているか？　パスのクセだ。いつもこう、\n上唇に人差し指をあてていた。\n
3	0x30e0	782	1	kana	v_bri_kaz0100_010_1	ああ、初めて会った時から気にはなっていたが…まさか嗅\nぎ煙草とはな。\n
3	0x30e0	782	2	kana	v_bri_kaz0100_010_1	全く気付かなかった。\n
3	0x30e0	782	3	kana	v_bri_kaz0100_010_1	葉を入れた袋を上あごに挟む。歯茎から吸収するタイプだ。\n
3	0x30e0	782	4	kana	v_bri_kaz0100_010_1	本人も慣れてなかったのかもしれん。人差し指で位置を直\nしていたんだろう。\n
3	0x33a0	826	0	kana	v_bri_kaz0100_020_1	まさかパスが…バンドを組もうって言ってたのに。\n
3	0x33a0	826	1	kana	v_bri_kaz0100_020_1	彼女はKGBとも通じていた？\n
3	0x33a0	826	2	kana	v_bri_kaz0100_020_1	素性を隠してガルベスに近づいたんだろう。コールドマン\nはどこまで知っていたのか…。\n
3	0x33a0	826	3	kana	v_bri_kaz0100_020_1	だがそれも“<R=CIPHER,サイファー>”とかいう組織のための工作だった。\n
3	0x33a0	826	4	kana	v_bri_kaz0100_020_1	“<R=CIPHER,サイファー>”…カズ、聞いたことがあるか？\n
3	0x33a0	826	5	kana	v_bri_kaz0100_020_1	んー、サイファー…「暗号」、か。あるいは「アラビア数\n字」「0」…。\n
3	0x33a0	826	6	kana	v_bri_kaz0100_020_1	ゼロ…。\n
3	0x33a0	826	7	kana	v_bri_kaz0100_020_1	心当たりがあるのか？\n
3	0x33a0	826	8	kana	v_bri_kaz0100_020_1	さあな。\n
3	0x33a0	826	9	kana	v_bri_kaz0100_020_1	もともと<R=CIPHER,サイファー>とZEROは同じ言葉だったんだ。<R=二重語,doublet>\nだな。\n
3	0x33a0	826	10	kana	v_bri_kaz0100_020_1	起源は、サンスクリット語のsunyaに遡る…仏教で言うと\nころの「空」だ。\n
3	0x33a0	826	11	kana	v_bri_kaz0100_020_1	仏教で言う「空」は“虚ろな”といった意味だ。膨れ上が\nることで、中身が空になった状態を指したらしい。\n
3	0x33a0	826	12	kana	v_bri_kaz0100_020_1	膨張してできた空か…まるで宇宙だな。\n
3	0x3960	918	0	kana	v_bri_kaz0110_000_1	コスタリカだけじゃない。中南米は冷戦の煽りで大国に掻\nき回されている。\n
3	0x3960	918	1	kana	v_bri_kaz0110_000_1	東西を二分したイデオロギーの対立も、結局は支配階級同\n士の富の奪い合いだろうな。\n
3	0x3960	918	2	kana	v_bri_kaz0110_000_1	西側の<R=金持ち,ブルジョア>達にとっちゃ、国が共産化したら大変だ。共\n産主義は本来、私有財産を否定してるわけだからな。\n
3	0x3960	918	3	kana	v_bri_kaz0110_000_1	資本主義の支配者達は躍起になって世界が共産化するのを\n防ごうとした。\n
3	0x3960	918	4	kana	v_bri_kaz0110_000_1	<R=共産主義者,アカ>狩りなんてのもあったな。\n
3	0x3960	918	5	kana	v_bri_kaz0110_000_1	一方で共産主義も理想どおりには進まなかった。\n
3	0x3960	918	6	kana	v_bri_kaz0110_000_1	階級社会からの脱却を目指した結果が、スターリンの独裁\nや<R= 特権階級 ,ノーメンクラツーラ>による民衆支配だ。\n
3	0x3960	918	7	kana	v_bri_kaz0110_000_1	力を持った人間はもはや平等など求めない。そこに共産主\n義の、いや、社会という集団の限界がある。\n
3	0x3960	918	8	kana	v_bri_kaz0110_000_1	奴らが欲したのは自らの利益だけだろう。\n
3	0x3960	918	9	kana	v_bri_kaz0110_000_1	相手陣営は自分の利益を脅かす危険因子だった。そこで資\n本主義と共産主義の対立構造が生まれたのさ。\n
3	0x3960	918	10	kana	v_bri_kaz0110_000_1	それに核抑止が絡んだ。\n
3	0x3960	918	11	kana	v_bri_kaz0110_000_1	そのとおりだ。\n
4	0x4590	1113	0	kana	v_bri_kaz0130_000_0	確かに<R=相互確証破壊,MAD>による平和には、事故による危険が付\nきまとう。\n
4	0x4590	1113	1	kana	v_bri_kaz0130_000_0	機械の誤作動なんかで世界が終わられちゃ困る。\n
4	0x4590	1113	2	kana	v_bri_kaz0130_000_0	とはいえ、核抑止のおかげで世界大戦はあれ以降起きてな\nいんだ。ずいぶんと平和になったじゃないか。\n
4	0x4590	1113	3	kana	v_bri_kaz0130_000_0	俺達とは無縁だがな。\n
4	0x4590	1113	4	kana	v_bri_kaz0130_000_0	核開発競争だの宇宙開発競争だので冷戦などと言うが、武\n力衝突がないならむしろ世界は平和というべきだろう。\n
4	0x4590	1113	5	kana	v_bri_kaz0130_000_0	戦争がなくなったわけじゃない。朝鮮戦争やベトナム戦争\nを見てみろ。\n
4	0x4590	1113	6	kana	v_bri_kaz0130_000_0	それはそうだが、相対的な話さ。\n
4	0x4590	1113	7	kana	v_bri_kaz0130_000_0	それに、戦争が根絶されたら俺たちが困る。\n
4	0x4590	1113	8	kana	v_bri_kaz0130_000_0	…俺たちは戦争屋じゃない。\n
4	0x4590	1113	9	kana	v_bri_kaz0130_000_0	とはいえ、平和な世界にも生きられない。\n
4	0x4590	1113	10	kana	v_bri_kaz0130_000_0	それはそうなんだが…。\n
4	0x4a90	1193	0	kana	v_bri_kaz0140_000_0	キューバ危機から、もう10年以上も経つんだな。\n
4	0x4a90	1193	1	kana	v_bri_kaz0140_000_0	だが、忘れようもない事件だ。\n
4	0x4a90	1193	2	kana	v_bri_kaz0140_000_0	ああ。1962年10月15日からの13日間は、世界が最も\n全面核戦争に近付いた日々だと言っていい。\n
4	0x4a90	1193	3	kana	v_bri_kaz0140_000_0	ソ連によるキューバへの核ミサイル配備。それに対抗した\nアメリカの海上封鎖、そして米軍偵察機の撃墜…。\n
4	0x4a90	1193	4	kana	v_bri_kaz0140_000_0	あの頃俺はまだ10代だったが、核戦争一歩手前という空気\nは、よく覚えているよ。大人達は大騒ぎだった。\n
4	0x4a90	1193	5	kana	v_bri_kaz0140_000_0	キューバ危機がなければ、あるいはスネークイーター作戦\nもなかったかも知れん。そして…。\n
4	0x4a90	1193	6	kana	v_bri_kaz0140_000_0	どうしたスネーク。仮説の話をするなんて、あんたらしく\nもない。\n
4	0x4a90	1193	7	kana	v_bri_kaz0140_000_0	…そうだな。そのキューバ危機への反省から、米ソのホッ\nトラインが敷かれ、<R=緊張緩和,デタント>も進んだ。皮肉なもんだ。\n
5	0x5520	1362	0	kana	v_bri_kaz0150_000_0	コスタリカが軍隊を廃止したのは、1949年だったか？\n当時の中米で、よくそんな決断ができたもんだ。\n
5	0x5520	1362	1	kana	v_bri_kaz0150_000_0	内戦が終わったばかりだったからな。パスが言うように、\nその悲劇を繰り返すまい、という気持ちがあったのは確か\nだろう。\n
5	0x5520	1362	2	kana	v_bri_kaz0150_000_0	ただ、もっと切実な理由もあったはずだ。\n
5	0x5520	1362	3	kana	v_bri_kaz0150_000_0	中南米では、軍部がクーデターを繰り返す国が珍しくない。\nそれを間近で見ていれば…。\n
5	0x5520	1362	4	kana	v_bri_kaz0150_000_0	軍隊がなければ、軍部によるクーデターもない…道理だな。\n
5	0x5520	1362	5	kana	v_bri_kaz0150_000_0	それに経済が疲弊していて、軍隊に回す金がなかった、と\nいうのも正直なところだろう。\n
5	0x5520	1362	6	kana	v_bri_kaz0150_000_0	だが当時のニカラグアとは、決して友好的な関係ではなか\nったはずだ。\n
5	0x5520	1362	7	kana	v_bri_kaz0150_000_0	ああ。実際に侵攻されたこともある。だが、市民警備隊の\n反撃や、<R=米州機構,OAS>の仲介によって停戦となった。\n
5	0x5520	1362	8	kana	v_bri_kaz0150_000_0	アメリカを始めとした、<R=米州機構,OAS>の後ろ盾を十分に活用し\nたわけだ。\n
5	0x5520	1362	9	kana	v_bri_kaz0150_000_0	火種だらけの中米で、四半世紀も軍隊なしでやってきたん\nだ。外交努力は必須ってところだろう。\n
5	0x5520	1362	10	kana	v_bri_kaz0150_000_0	市民警備隊の装備も警察にしては豪華だが。\n
5	0x5520	1362	11	kana	v_bri_kaz0150_000_0	『軍隊のない国』も大変だな。\n
6	0x6250	1573	0	kana	v_bri_kaz0170_000_0	CIAの事をこっちの連中は“ラ・シーア”と呼んでるよな。\n
6	0x6250	1573	1	kana	v_bri_kaz0170_000_0	不思議でも何でもない。スペイン語の発音規則に則ればそ\nうなる。\n
6	0x6250	1573	2	kana	v_bri_kaz0170_000_0	語尾が女性形と同じだから定冠詞も“ラ”になる、と。\n
6	0x6250	1573	3	kana	v_bri_kaz0170_000_0	最近一部では、UCLAという言い回しも使われてるらしい\nな。\n
6	0x6250	1573	4	kana	v_bri_kaz0170_000_0	知らんな。どういう意味だ。\n
6	0x6250	1573	5	kana	v_bri_kaz0170_000_0	“Unilaterally Controlled Latino Assets”の頭文\n字を取った言葉らしい。\n
6	0x6250	1573	6	kana	v_bri_kaz0170_000_0	…<R=現地工作員,エージェント>のことか？\n
6	0x6250	1573	7	kana	v_bri_kaz0170_000_0	ああ、どうもそうらしい。合衆国政府が捨て駒として使っ\nてる連中らしいんだが、具体的な素性や何をしているかの\n詳細は不明だ。\n
6	0x6660	1638	0	kana	v_bri_kaz0180_000_0	CIAとKGBが手を結んでいたとは、驚いたよ。\n
6	0x6660	1638	1	kana	v_bri_kaz0180_000_0	支局長クラスが手を組むとはな…現場の諜報員同士が顔見\n知りになるっていう話は聞くが。\n
6	0x6660	1638	2	kana	v_bri_kaz0180_000_0	そうなのか？\n
6	0x6660	1638	3	kana	v_bri_kaz0180_000_0	諜報活動の舞台は、当然政治的にホットな場所ということ\nになる。\n
6	0x6660	1638	4	kana	v_bri_kaz0180_000_0	だが、そういった場所は限られている。特に小さい国では\nな。\n
6	0x6660	1638	5	kana	v_bri_kaz0180_000_0	そこに足繁く通っていれば、お互い嫌でも顔を合わせるこ\nとになるだろう。\n
6	0x6660	1638	6	kana	v_bri_kaz0180_000_0	そのうち挨拶をするようになり、一緒にメシを食うように\nなり…。\n
6	0x6660	1638	7	kana	v_bri_kaz0180_000_0	恋の花咲くこともある、か？\n
6	0x6660	1638	8	kana	v_bri_kaz0180_000_0	それはわからん。ともかく、そういった馴れ合いが高じた\n結果が、この茶番なのかも知れん。\n
6	0x6660	1638	9	kana	v_bri_kaz0180_000_0	利害が一致すれば、忠義すら投げ捨てる連中もいるとはな\n…。\n
6	0x6660	1638	10	kana	v_bri_kaz0180_000_0	情に訴えられる事が、<R=人的諜報,ヒュミント>のメリットだが、同時に情\nにほだされてしまうのがデメリットでもある。\n
6	0x6660	1638	11	kana	v_bri_kaz0180_000_0	だから今の諜報世界の潮流は、<R=電子諜報,シギント>に移行しつつある。\n
6	0x6660	1638	12	kana	v_bri_kaz0180_000_0	情の関与しない、デジタルな情報のみのネットワークだ。\n
7	0x75d0	1885	0	kana	v_bri_kaz0200_000_0	聞いたぞ、スネーク。アマンダにゲバラと間違えられたそ\nうだな。\n
7	0x75d0	1885	1	kana	v_bri_kaz0200_000_0	どうだ、まんざらでもない気分か？\n
7	0x75d0	1885	2	kana	v_bri_kaz0200_000_0	よしてくれ。俺なんかゲバラの足下にも及ばん。\n
7	0x75d0	1885	3	kana	v_bri_kaz0200_000_0	謙虚だな。俺からすれば、あんたも十分偉大な人間に見え\nる。\n
7	0x75d0	1885	4	kana	v_bri_kaz0200_000_0	相手は「20世紀で最も完璧な人間」だぞ？\n
7	0x75d0	1885	5	kana	v_bri_kaz0200_000_0	サルトルか？　まあ、ゲバラはすっかり時代の<R=象徴,イコン>になっ\nちまったからな。\n
7	0x75d0	1885	6	kana	v_bri_kaz0200_000_0	それ以上に誠実な革命家で、偉大な戦士だった。\n
7	0x75d0	1885	7	kana	v_bri_kaz0200_000_0	そいつには同意だ。何しろカストロと一緒にキューバへ渡\nった直後、仲間は12人しかいなかったって言うじゃないか。\n
7	0x75d0	1885	8	kana	v_bri_kaz0200_000_0	だが、彼らはそこから巻き返した。仲間を集め、組織を拡\nげ、農民の支持を得た。\n
7	0x75d0	1885	9	kana	v_bri_kaz0200_000_0	そして、最後にはバティスタ政権を倒した…。\n
7	0x75d0	1885	10	kana	v_bri_kaz0200_000_0	誠実さゆえに人が集まり、強いからこそ勝利した。偉大な\n資質だ。\n
7	0x75d0	1885	11	kana	v_bri_kaz0200_000_0	まあ、俺達が置かれた状況も似たようなもんだ。\n
7	0x75d0	1885	12	kana	v_bri_kaz0200_000_0	これだけの小勢で、アメリカがバックにいる軍隊に弓を引\nこうってんだから。\n
7	0x75d0	1885	13	kana	v_bri_kaz0200_000_0	ゲバラへの道は遠い。\n
7	0x75d0	1885	14	kana	v_bri_kaz0200_000_0	だが、歩んでいく他ない。戦いに勝つだけでなく、人を集\nめ、<R=組織,MSF>を拡大することにも、気を配ってくれ。\n
7	0x75d0	1885	15	kana	v_bri_kaz0200_000_0	了解だ。\n
8	0x84f0	2127	0	kana	v_bri_kaz0210_000_0	ボス、ゲバラが書いた「ゲリラ戦争」は読んだか。\n
8	0x84f0	2127	1	kana	v_bri_kaz0210_000_0	いや…どうだったかな。\n
8	0x84f0	2127	2	kana	v_bri_kaz0210_000_0	せっかく貸してやったのに。この本に書いてあるゲリラの\n戦術は、潜入ミッションと共通する部分があるんだ。\n
8	0x84f0	2127	3	kana	v_bri_kaz0210_000_0	ゲバラは、ゲリラ戦法を理論化した一人だからな。\n
8	0x84f0	2127	4	kana	v_bri_kaz0210_000_0	他には“アラビアのロレンス”ことT．E．ロレンス少佐。\n「遊撃戦」を著した毛沢東…。\n
8	0x84f0	2127	5	kana	v_bri_kaz0210_000_0	理論化はともかく、ニカラグアのサンディーノ将軍も、ゲ\nリラ戦法を取り入れた一人だ。\n
8	0x84f0	2127	6	kana	v_bri_kaz0210_000_0	<R=FSLN,サンディニスタ>がその名に掲げるだけのことはある。\n
8	0x84f0	2127	7	kana	v_bri_kaz0210_000_0	もっとも、遙か昔からゲリラ戦法自体は存在した。少人数\nで大軍を攪乱する手段は限られるからな。\n
8	0x84f0	2127	8	kana	v_bri_kaz0210_000_0	日本にも、ゲリラ戦法に長けたサムライがいたぞ。\n
8	0x84f0	2127	9	kana	v_bri_kaz0210_000_0	ほう。\n
8	0x84f0	2127	10	kana	v_bri_kaz0210_000_0	楠木正成。中世の武士だ。奇襲攻撃を駆使して、鎌倉幕府\nの転覆に一役買った。\n
8	0x84f0	2127	11	kana	v_bri_kaz0210_000_0	例えばどんな？\n
8	0x84f0	2127	12	kana	v_bri_kaz0210_000_0	トロイの木馬戦法での潜入、<R=藁人形,デコイ>での攪乱…。極めつき\nは城壁を登ってくる敵に、熱湯や糞尿を…。\n
8	0x84f0	2127	13	kana	v_bri_kaz0210_000_0	そいつはいい。早速MSFでも取り入れよう。\n
8	0x84f0	2127	14	kana	v_bri_kaz0210_000_0	…本気か？　ボス。\n
8	0x84f0	2127	15	kana	v_bri_kaz0210_000_0	材料には事欠かないからな。\n
8	0x84f0	2127	16	kana	v_bri_kaz0210_000_0	あー、まあしばらく考えておこう。\n
9	0x91a0	2330	0	kana	v_bri_kaz0240_000_0	キューバ革命が成功した年、ゲバラは経済使節団の代表と\nして訪日した。そこで彼は、広島を訪れている。\n
9	0x91a0	2330	1	kana	v_bri_kaz0240_000_0	ヒロシマか…。\n
9	0x91a0	2330	2	kana	v_bri_kaz0240_000_0	経済使節と言うこともあって、広島訪問はもともとの予定\nになかった。\n
9	0x91a0	2330	3	kana	v_bri_kaz0240_000_0	外務省が行かせたがらなかった、という話もある。だが彼\nは広島へ向かった。突然の訪問だったそうだ。\n
9	0x91a0	2330	4	kana	v_bri_kaz0240_000_0	まさにゲリラ訪問だな。ゲバラらしい。\n
9	0x91a0	2330	5	kana	v_bri_kaz0240_000_0	原爆資料館と原爆病院を見学したゲバラは、相当ショック\nを受けたらしい。\n
9	0x91a0	2330	6	kana	v_bri_kaz0240_000_0	彼は医者だ。被爆者の苦しみは痛いほどわかったろう。\n
9	0x91a0	2330	7	kana	v_bri_kaz0240_000_0	核はすべてを破壊する…。\n
9	0x91a0	2330	8	kana	v_bri_kaz0240_000_0	ゲバラはこう言ったそうだ。「こんなにされてなお、あな\nた達はアメリカの言いなりになるのか」と。\n
9	0x91a0	2330	9	kana	v_bri_kaz0240_000_0	…俺にとっても重い言葉だ。お袋のことを考えるとな。\n
9	0x91a0	2330	10	kana	v_bri_kaz0240_000_0	彼はこうも言った。「これからは広島を、広島の人々を愛\nしていこう」。\n
9	0x91a0	2330	11	kana	v_bri_kaz0240_000_0	彼らしい話だ。ゲバラは他人の痛みに鈍感になれなかった\n男だ。それゆえ愛され、そして死んだ。\n
9	0x97e0	2430	0	kana	v_bri_kaz0260_000_0	あんたがいつも巻いているバンダナ、随分な年代物だな。\n新品にしたらどうだ？\n
9	0x97e0	2430	1	kana	v_bri_kaz0260_000_0	いや、いい。\n
9	0x97e0	2430	2	kana	v_bri_kaz0260_000_0	だが我々のボスが、ボロボロのバンダナを巻いてるっての\nも…。\n
9	0x97e0	2430	3	kana	v_bri_kaz0260_000_0	いや、これは人から譲り受けたものだ。捨ててしまうわけ\nにはいかない。\n
9	0x97e0	2430	4	kana	v_bri_kaz0260_000_0	ああ、そういうことなら…。そう言えばゲバラも、黒いス\nカーフを大事に持っていたらしいな。\n
9	0x97e0	2430	5	kana	v_bri_kaz0260_000_0	スカート？\n
9	0x97e0	2430	6	kana	v_bri_kaz0260_000_0	…いや、スカーフだ。\n
9	0x97e0	2430	7	kana	v_bri_kaz0260_000_0	ああ。\n
9	0x97e0	2430	8	kana	v_bri_kaz0260_000_0	戦闘で腕の骨を折った時、仲間からもらったそうだ。\n
9	0x97e0	2430	9	kana	v_bri_kaz0260_000_0	ゲバラはその絹のスカーフで腕を吊り…スカーフをくれた\n相手は、彼の後妻になった。\n
9	0x97e0	2430	10	kana	v_bri_kaz0260_000_0	アレイダとか言ったな。\n
9	0x97e0	2430	11	kana	v_bri_kaz0260_000_0	腕が治ってからも、ゲバラはそのスカーフを、肌身離さず\n持っていたそうだ。\n
9	0x97e0	2430	12	kana	v_bri_kaz0260_000_0	そのバンダナも、いい人からもらったのか？\n
9	0x97e0	2430	13	kana	v_bri_kaz0260_000_0	そんなんじゃない…だが、大事なものだ。\n
10	0xa080	2568	0	kana		ゲリラ戦というのは、小規模部隊による、敵正規軍に対す\nる遊撃戦闘。神出鬼没を旨とする不正規戦の一形態だ。\n
